id,verse_id,label
986,deuteronomy_19_9,joy
987,psalms_21_13,joy
988,matthew_5_15,joy
989,psalms_33_19,trust
990,proverbs_14_16,fear
991,proverbs_14_27,fear
992,leviticus_5_1,neutral
993,hebrews_12_12,joy
994,nehemiah_10_17,neutral
995,psalms_78_52,joy
996,2_samuel_24_12,fear
997,luke_13_24,fear
998,jeremiah_16_14,joy
999,exodus_9_26,surprise
